university_name,course_name,abbrv,direct_entry_requirements,utme_requirements,subjects
UNIVERSITY OF PORT HARCOURT RIVERS STATE,CYBER SECURITY,PHC,[Not Available],[Not Available],[Not Available]
UNIVERSITY OF PORT HARCOURT RIVERS STATE,DENTISTRY & DENTAL SURGERY,PHC,"Three (3) 'A' Level passes to include Chemistry, Biology/Zoology and Physics.","Five (5) SSC credit passes in English Language, Physics, Chemistry, Biology and Mathematics.","Chemistry, Biology and one (1) other Science subject."
UNIVERSITY OF PORT HARCOURT RIVERS STATE,DOCTOR OF PHARMACY,PHC,[Not Available],[Not Available],[Not Available]
UNIVERSITY OF PORT HARCOURT RIVERS STATE,DRAMA/DRAMATIC/PERFORMING ARTS,PHC,"Two (2) ‘A’ Level passes in Arts, Social Sciences or Science subjects.",Five (5) SSC credit passes to include English Language and Arts subjects.,Literature in English and two (2) other relevant subjects.
UNIVERSITY OF PORT HARCOURT RIVERS STATE,EARLY CHILDHOOD EDUCATION,PHC,Two (2) 'A' Level passes chosen from relevant subjects.,Five (5) 'O' Level credit passes including English Language.,Any three (3) subjects.
UNIVERSITY OF PORT HARCOURT RIVERS STATE,ECONOMICS,PHC,"Two (2)'A' Level passes in Economics and any one of Mathematics, Statistics, Geography, Physics, Chemistry, Agricultural Science, Accounting, Business Management, History and Government.","Five (5)SSC credit passes in English Language, Mathematics, Economics and any two (2) of Arts or Social Science subjects.","Economics, Mathematics and any of Government, History, Geography, Literature in English, French and Christian Religious Studies/Islamic Studies."
UNIVERSITY OF PORT HARCOURT RIVERS STATE,EDUCATION & ACCOUNTING,PHC,Two (2) ‘A’ Level passes in Business Method and one (1) Social Science subject.,"Five (5) SSC credit passes including English Language, Mathematics, Economics and two (2) other relevant subjects.","Mathematics, Economics and any other Social Science subject."
UNIVERSITY OF PORT HARCOURT RIVERS STATE,EDUCATION & BIOLOGY,PHC,NCE/'A' Level passes in Biology and one (1) other Science subject.,"Five (5) SSC credit passes in English Language, Biology, Chemistry, Mathematics and one (1) other subject.","Biology and two (2) other subjects from Chemistry, Mathematics and Physics."
UNIVERSITY OF PORT HARCOURT RIVERS STATE,EDUCATION & CHEMISTRY,PHC,Two (2) ‘A’ Level/NCE passes including Chemistry and one (1) other Science subject.,"Five (5) SSC credits in Mathematics, Chemistry, English Language and two (2) of Physics, Biology and Agricultural Science.","Chemistry and two (2) other subjects chosen from Physics, Biology and Mathematics."
UNIVERSITY OF PORT HARCOURT RIVERS STATE,EDUCATION & COMPUTER SCIENCE,PHC,Two (2) ‘A’ Level passes including Physics or Chemistry.,"Five (5) SSC credit passes or its equivalents including Mathematics, English Language and three (3) other Science subjects.","Mathematics, Physics and one of Biology, Chemistry and Geography."
UNIVERSITY OF PORT HARCOURT RIVERS STATE,EDUCATION & ECONOMICS,PHC,"(i) Two (2) 'A' Level passes in Economics and one (1) other relevant subject.

(ii) NCE merit/credit in Economics and one (1) other subject.","Five (5) 'O' Level credit passes to include English Language, Economics and Mathematics.","Economics, Mathematics and one (1) other subject from Geography/Physics, History, Government and Literature in English."
UNIVERSITY OF PORT HARCOURT RIVERS STATE,EDUCATION & ENGLISH LANGUAGE,PHC,"(i)  Two (2) 'A' Level passes in relevant teaching subjects including Literature in English.

(ii)  NCE credit or merit in two(2)relevant subjects.","Five (5) O Level Credits in English Language, Literature in English, Mathematics and any two (2) subjects from French, History/Government, CRK/IRK, Economics, Music, Biology, Chemistry, Agricultural Science, Further Mathematics, Technical Drawing, Physics, Igbo/Hausa/Yoruba, Fine Art, Geography, Commerce, Accounting.","Literature in English and any two (2) subjects from Mathematics, French, History/Government, CRK/IRK, Economics, Music, Biology, Chemistry, Agricultural Science, Further Mathematics, Technical Drawing, Physics, Igbo/Hausa/Yoruba, Fine Art, Geography, Commerce, Accounting."
UNIVERSITY OF PORT HARCOURT RIVERS STATE,EDUCATION & FRENCH,PHC,Two (2) 'A' Level passes/NCE merit in French and one(1) other Arts subject.,"Five (5) O/Level Credits in English Language, French, Literature in English, Mathematics and any other one (1) subject from History/Government, CRK/IRK, Economics, Music, Biology, Chemistry, Agricultural Science, Further Mathematics, Technical Drawing, Physics, Igbo/Hausa/Yoruba, Fine Art, Geography, Commerce, Accounting","French and any other two (2) subjects from History/Government, CRK/IRK, Economics, Mathematics, Biology, Chemistry, Agricultural Science, Further Mathematics, Technical Drawing, Physics, Igbo/Hausa/Yoruba, Fine Art, Geography, Commerce, Accounting, Music, Literature in English"
UNIVERSITY OF PORT HARCOURT RIVERS STATE,EDUCATION & GEOGRAPHY,PHC,"Two (2) 'A' Level passes/NCE merit which should include Geography

/Physics.","Five (5) SSC credit passes to include Geography, English Language and Mathematics.",Geography plus two (2) other Social Sciences/Arts subjects.
UNIVERSITY OF PORT HARCOURT RIVERS STATE,EDUCATION & HISTORY,PHC,Two (2) NCE merit/'A' Level passes in History and one (1) other relevant Arts subject.,"Five (5) O Level Credits in English Language, Mathematics, History and two (2) other subjects from French, Literature in English, CRK/IRK, Economics, Mathematics, Biology, Chemistry, Agricultural Science, Further Mathematics, Technical Drawing, Physics, Igbo/Hausa/Yoruba, Fine Art, Geography, Commerce, Accounting, Music","History and two (2) other subjects from French, Literature in English, CRK/IRK, Economics, Mathematics, Biology, Chemistry, Agricultural Science, Further Mathematics, Technical Drawing, Physics, Igbo/Hausa/Yoruba, Fine Art, Geography, Commerce, Accounting, Music"
UNIVERSITY OF PORT HARCOURT RIVERS STATE,EDUCATION & MATHEMATICS,PHC,Two (2)'A' Level passes/NCE in Mathematics and one (1) Science subject.,"Five (5) SSC credit passes to include English Language, Mathematics plus one (1) other Science subject.","Mathematics and any two (2) of the following Science subjects: Physics, Chemistry and Biology."
UNIVERSITY OF PORT HARCOURT RIVERS STATE,EDUCATION & PHYSICS,PHC,"(i)  Two (2) 'A' Level passes in Physics and Mathematics.

(ii) NCE credit/merit in relevant subjects.","Five (5) 'O' Level credits passes to include English Language, Physics, Mathematics and two (2) other Science subjects or NTC/NBC.","Physics, Mathematics or Chemistry plus one (1) other subjects."
UNIVERSITY OF PORT HARCOURT RIVERS STATE,EDUCATION & POLITICAL SCIENCE,PHC,"(i) Two (2) 'A' Level passes in relevant subjects chosen from Government or History, Economics and Geography/Physics.

(ii) NCE merit in Government/History, Economics and Geography/Physics.","Five (5) 'O' Level credit passes or equivalent to include English Language, Government/History and three (3) other subjects.",Government or History plus two (2) other Arts or Social Sciences subjects.
UNIVERSITY OF PORT HARCOURT RIVERS STATE,EDUCATION & RELIGIOUS STUDIES,PHC,Two (2) 'A' Level passes/NCE merit in Religious Studies and one (1) other Arts subject.,"Five (5) O Level Credits in English language, CRK/IRK, Mathematics and any other two (2) subjects from  French, Literature in English, History/Government,  Economics, Biology, Chemistry, Agricultural Science, Further Mathematics, Technical Drawing, Physics, Igbo/Hausa/Yoruba, Fine Art, Geography, Commerce, Accounting, Music","CRK/IRK and any other two (2) subjects from  French, Literature in English, History/Government,  Economics, Mathematics, Biology, Chemistry, Agricultural Science, Further Mathematics, Technical Drawing, Physics, Igbo/Hausa/Yoruba, Fine Art, Geography, Commerce, Accounting, Music"
UNIVERSITY OF PORT HARCOURT RIVERS STATE,EDUCATION & SOCIAL SCIENCE,PHC,"(i)  NCE in two (2) relevant subjects.

(ii)Two (2) 'A' Level passes in relevant subjects.",Five (5) 'O' Level credit passes or equivalent to include English Language and Mathematics.,Any three (3) Social Science subjects.
UNIVERSITY OF PORT HARCOURT RIVERS STATE,EDUCATION AND SOCIAL STUDIES,PHC,"(i) NCE Social Studies from recognized Colleges.

(ii)           Two (2) 'A' Level passes in relevant subjects.",Five (5) 'O' Level credit passes to include English Language plus two (2) Arts /Social Science subjects.,"Any three (3) of Christian Religious Studies, Economics, Geography/Physics, Government, History and Islamic Studies."
UNIVERSITY OF PORT HARCOURT RIVERS STATE,EDUCATION ARTS,PHC,Two (2) 'A' Level passes in relevant subject/NCE merit,"Five (5) 'O' Level credit passes in relevant subjects including English Language, Mathematics and subject of specialization.",Subject of specialization and any two (2) Arts subjects.
UNIVERSITY OF PORT HARCOURT RIVERS STATE,EDUCATION FINE ART,PHC,"(i)    NCE merit in Fine and Applied Arts Double Major.

(ii)'A' Level passes in Fine Arts and any other subject.","Five (5) O Level credit passes  in Fine Art, English Language, Mathematics and any other two (2) subjects from French, Literature in English, History/Government, CRK/IRK, Economics, Biology, Chemistry, Agricultural Science, Further Mathematics, Technical Drawing, Physics, Igbo/Hausa/Yoruba, Geography, Commerce, Accounting, Music.","Fine Art, and any other two (2) subjects from French, Literature in English, History/Government, CRK/IRK, Economics, Mathematics, Biology, Chemistry, Agricultural Science, Further Mathematics, Technical Drawing, Physics, Igbo/Hausa/Yoruba, Geography, Commerce, Accounting, Music"
UNIVERSITY OF PORT HARCOURT RIVERS STATE,EDUCATION FOUNDATIONS AND MANAGEMENT,PHC,Two (2) 'A' Level passes to include the subjects to be offered.,"Five (5) SSC credit passes in English Language, the subject of study and three (3) relevant subjects.",The subject of study and two (2) other relevant subjects.
UNIVERSITY OF PORT HARCOURT RIVERS STATE,EDUCATIONAL / PSYCHOLOGY GUIDANCE & COUNSELLING,PHC,Two (2) 'A' Level passes/NCE merit/credit in relevant subjects.,"Five (5) SSC credits in English Language, Mathematics and any other three (3) subjects from French, Literature in English, History/Government, CRK/IRK, Economics, Biology, Chemistry, Agricultural Science, Further Mathematics, Technical Drawing, Physics, Igbo/Hausa/Yoruba, Fine Art, Geography, Commerce, Accounting, Music","Any three (3) subjects from Mathematics, French, Literature in English, History/Government, CRK/IRK, Economics, Biology, Chemistry, Agricultural Science, Further Mathematics, Technical Drawing, Physics, Igbo/Hausa/Yoruba, Fine Art, Geography, Commerce, Accounting, Music"
UNIVERSITY OF PORT HARCOURT RIVERS STATE,ELECTRICAL /ELECTRONICS ENGINEERING,PHC,"Two (2) 'A' Level passes in Mathematics, Physics or Chemistry","Five (5) SSC credit passes to include Mathematics, Physics, Chemistry, English Language and any other Science subject.","Mathematics, Physics and Chemistry"
UNIVERSITY OF PORT HARCOURT RIVERS STATE,ELECTRICAL ENGINEERING,PHC,"(i)      'A' Level passes in Mathematics and Physics.

 ND/HND in Elect Eng. Upper/Lower credit respectively.","Five (5) SSC credit passes including Mathematics, Physics, Chemistry and English Language.","Mathematics, Physics and Chemistry."
UNIVERSITY OF PORT HARCOURT RIVERS STATE,ELECTRONICS ENGINEERING,PHC,"Two (2) 'A' Level passes in Mathematics, Physics or Chemistry","Five (5) SSC credit passes to include Mathematics, Physics, Chemistry, English Language and any other Science subject.","Mathematics, Physics and Chemistry"
UNIVERSITY OF PORT HARCOURT RIVERS STATE,ENGLISH LANGUAGE,PHC,Two (2) ‘A’ Level passes to include Literature in English and one other Arts subject.,"Five (5) SSC credit passes to include Literature in English, English Language and three other Arts or Social Science subjects.","Literature in English, one other Arts subject and another Arts or Social Science subject."
UNIVERSITY OF PORT HARCOURT RIVERS STATE,ENVIRONMENTAL EDUCATION,PHC,"(i)  NCE or

(ii)  ND with three (3) 'O' Level credit passes including English Language and 'O' Level pass in Mathematics is mandatory.","Five (5) SSC credit passes to include Mathematics, English Language and any of Biology, Chemistry, Physics, Health Science and Agricultural Science.","Mathematics and two (2) others from Biology, Chemistry and Physics."
UNIVERSITY OF PORT HARCOURT RIVERS STATE,ENVIRONMENTAL ENGINEERING,PHC,"i) 'A' level passes in Mathematics, Physics, Chemistry,  Biology.

ii) ND (upper credit) in relevant fields of technology.","Five (5) SSCE credit passes in Mathematics, Physics, Chemistry, English Language, Biology or Geography.","Mathematics, Physics and Chemistry."
UNIVERSITY OF PORT HARCOURT RIVERS STATE,ENVIRONMENTAL TECHNOLOGY,PHC,"i) 'A' level passes in Mathematics, Physics, Chemistry,  Biology.

ii) ND (upper credit) in relevant fields of technology","Five (5) SSCE credit passes in Mathematics, Physics, Chemistry, English Language, Biology or Geography.","Mathematics, Physics and Chemistry."
